name,slug,value,date_of_information,ranking,region
"Belarus","belarus","4,332,754","2021 est.","33","Europe"
"Hong Kong","hong-kong","3,900,599","2020 est.","34","East and Southeast Asia"
"Austria","austria","3,808,709","2021 est.","35","Europe"
"Uzbekistan","uzbekistan","3,470,097","2021 est.","36","Central Asia"
"Israel","israel","3,370,000","2020 est.","37","Middle East"
"Ukraine","ukraine","3,314,263","2020 est.","38","Europe"
"Belgium","belgium","3,293,420","2021 est.","39","Europe"
"Vietnam","vietnam","3,205,775","2020 est.","40","East and Southeast Asia"
"Kazakhstan","kazakhstan","3,091,000","2020 est.","41","Central Asia"
"Switzerland","switzerland","3,071,296","2020 est.","42","Europe"
"Romania","romania","3,025,000","2020 est.","43","Europe"
"Hungary","hungary","2,955,979","2021 est.","44","Europe"
"Pakistan","pakistan","2,876,794","2020 est.","45","South Asia"
"Syria","syria","2,857,193","2020 est.","46","Middle East"
"Iraq","iraq","2,699,758","2020 est.","47","Middle East"
"Sri Lanka","sri-lanka","2,607,868","2020 est.","48","South Asia"
"Serbia","serbia","2,572,254","2020 est.","49","Europe"
"Chile","chile","2,567,938","2020 est.","50","South America"
"Peru","peru","2,470,000","2020 est.","51","South America"
"United Arab Emirates","united-arab-emirates","2,380,866","2020 est.","52","Middle East"
"Morocco","morocco","2,357,286","2020 est.","53","Africa"
"Guatemala","guatemala","2,272,467","2020 est.","54","Central America and the Caribbean"
"South Africa","south-africa","2,098,802","2020 est.","55","Africa"
"Ecuador","ecuador","2,063,044","2020","56","South America"
"Singapore","singapore","1,891,000","2020 est.","57","East and Southeast Asia"
"Ireland","ireland","1,678,651","2020 est.","58","Europe"
"Azerbaijan","azerbaijan","1,644,300","2021 est.","59","Middle East"
"Libya","libya","1,576,000","2020 est.","60","Africa"
"Tunisia","tunisia","1,533,273","2020 est.","61","Africa"
"Cuba","cuba","1,502,230","2020 est.","62","Central America and the Caribbean"
"Laos","laos","1,491,000","2020 est.","63","East and Southeast Asia"
"Sweden","sweden","1,478,610","2020 est.","64","Europe"
"Czechia","czechia","1,335,224","2020 est.","65","Europe"
"Croatia","croatia","1,299,329","2020 est.","66","Europe"
"Ethiopia","ethiopia","1,252,000","2020 est.","67","Africa"
"Yemen","yemen","1,240,000","2020 est.","68","Middle East"
"Uruguay","uruguay","1,224,600","2020 est.","69","South America"
"Korea, North","korea-north","1,180,000","2020 est.","70","East and Southeast Asia"
"Dominican Republic","dominican-republic","1,155,493","2020 est.","71","Central America and the Caribbean"
"Moldova","moldova","1,027,689","2020 est.","72","Europe"
"Cameroon","cameroon","964,378","2020 est.","73","Africa"
"El Salvador","el-salvador","894,000","2020 est.","74","Central America and the Caribbean"
"Lebanon","lebanon","875,480","2020 est.","75","Middle East"
"Bulgaria","bulgaria","872,757","2020 est.","76","Europe"
"New Zealand","new-zealand","858,000","2020 est.","77","Australia and Oceania"
"Nepal","nepal","726,000","2020 est.","78","South Asia"
"Turkmenistan","turkmenistan","717,000","2020 est.","79","Central Asia"
"Puerto Rico","puerto-rico","711,512","2020 est.","80","Central America and the Caribbean"
"Denmark","denmark","706,604","2021 est.","81","Europe"
"Bosnia and Herzegovina","bosnia-and-herzegovina","706,135","2020 est.","82","Europe"
"Slovenia","slovenia","704,909","2020 est.","83","Europe"
"Panama","panama","649,156","2020 est.","84","Central America and the Caribbean"
"Bolivia","bolivia","598,082","2020 est.","85","South America"
"Oman","oman","594,550","2020 est.","86","Middle East"
"Bangladesh","bangladesh","587,476","2021 est.","87","South Asia"
"Kuwait","kuwait","583,463","2020 est.","88","Middle East"
"Slovakia","slovakia","577,390","2021 est.","89","Europe"
"Costa Rica","costa-rica","559,882","2020 est.","90","Central America and the Caribbean"
"Honduras","honduras","531,763","2020 est.","91","Central America and the Caribbean"
"Burma","burma","523,951","2020 est.","92","East and Southeast Asia"
"Tajikistan","tajikistan","502,000","2020 est.","93","Central Asia"
"West Bank","west-bank","485,829","2021 est.","94","Middle East"
"Mauritius","mauritius","478,700","2020 est.","95","Africa"
"Gaza Strip","gaza-strip","466,283","2020 est.","96","Middle East"
"Qatar","qatar","454,701","2020 est.","97","Middle East"
"Jamaica","jamaica","436,249","2020 est.","98","Central America and the Caribbean"
"Armenia","armenia","418,122","2021 est.","99","Middle East"
"North Macedonia","north-macedonia","415,390","2020 est.","100","Europe"
"Jordan","jordan","391,486","2020 est.","101","Middle East"
"Kosovo","kosovo","383,763","2020 est.","102","Europe"
"Norway","norway","348,808","2020 est.","103","Europe"
"Georgia","georgia","337,923","2021 est.","104","Middle East"
"Trinidad and Tobago","trinidad-and-tobago","323,905","2020","105","Central America and the Caribbean"
"Cyprus","cyprus","311,439","2020 est.","106","Europe"
